# phi[M_Pl]	V[H0^2*Mpl^2]	V[GeV^4]	V[eV^4]
3.106053017485885248e-03 1.984329438331269735e+00 5.883936132452988685e-43 5.883936132452989087e-07
3.121308424987714880e-03 1.984313807295462251e+00 5.883889783286061876e-43 5.883889783286062086e-07
3.136582459388415067e-03 1.984298215065166904e+00 5.883843549185287481e-43 5.883843549185288246e-07
3.151875052500793806e-03 1.984282661610387688e+00 5.883797430061722381e-43 5.883797430061722754e-07
3.167186136462357693e-03 1.984267146901145917e+00 5.883751425826474438e-43 5.883751425826474798e-07
3.182515643732758415e-03 1.984251670907481113e+00 5.883705536390702492e-43 5.883705536390702267e-07
3.197863507091239232e-03 1.984236233599451449e+00 5.883659761665624326e-43 5.883659761665624462e-07
3.213229659634109225e-03 1.984220834947133749e+00 5.883614101562511892e-43 5.883614101562512563e-07
3.228614034772231411e-03 1.984205474920624823e+00 5.883568555992696877e-43 5.883568555992697046e-07
3.244016566228566378e-03 1.984190153490034358e+00 5.883523124867545226e-43 5.883523124867545440e-07
3.259437188035729793e-03 1.984174870625498688e+00 5.883477808098509703e-43 5.883477808098509980e-07
3.274875834533577668e-03 1.984159626297160361e+00 5.883432605597053428e-43 5.883432605597053489e-07
3.290332440366847133e-03 1.984144420475191239e+00 5.883387517274732719e-43 5.883387517274733021e-07
3.305806940482755585e-03 1.984129253129776504e+00 5.883342543043137346e-43 5.883342543043137396e-07
3.321299270128696968e-03 1.984114124231118659e+00 5.883297682813915228e-43 5.883297682813915781e-07
3.336809364849924187e-03 1.984099033749442409e+00 5.883252936498774025e-43 5.883252936498774523e-07
3.352337160487314782e-03 1.984083981654986228e+00 5.883208304009466005e-43 5.883208304009466552e-07
3.367882593175039463e-03 1.984068967918009907e+00 5.883163785257805565e-43 5.883163785257806210e-07
3.383445599338397169e-03 1.984053992508786113e+00 5.883119380155644539e-43 5.883119380155644894e-07
3.399026115691580752e-03 1.984039055397616824e+00 5.883075088614922382e-43 5.883075088614922942e-07
3.414624079235498155e-03 1.984024156554808904e+00 5.883030910547593684e-43 5.883030910547594456e-07
3.430239427255649121e-03 1.984009295950691421e+00 5.882986845865677554e-43 5.882986845865678124e-07
3.445872097319946370e-03 1.983994473555620530e+00 5.882942894481274350e-43 5.882942894481274160e-07
3.461522027276647817e-03 1.983979689339957719e+00 5.882899056306499563e-43 5.882899056306499719e-07
3.477189155252233266e-03 1.983964943274090675e+00 5.882855331253546746e-43 5.882855331253547132e-07
3.492873419649378253e-03 1.983950235328419076e+00 5.882811719234645298e-43 5.882811719234645784e-07
3.508574759144872379e-03 1.983935565473370577e+00 5.882768220162106659e-43 5.882768220162106591e-07
3.524293112687648666e-03 1.983920933679378162e+00 5.882724833948259796e-43 5.882724833948259525e-07
3.540028419496743517e-03 1.983906339916901018e+00 5.882681560505510144e-43 5.882681560505510791e-07
3.555780619059353831e-03 1.983891784156417426e+00 5.882638399746317301e-43 5.882638399746317417e-07
3.571549651128852476e-03 1.983877266368418546e+00 5.882595351583185474e-43 5.882595351583186192e-07
3.587335455722873157e-03 1.983862786523415078e+00 5.882552415928669848e-43 5.882552415928670495e-07
3.603137973121395277e-03 1.983848344591935042e+00 5.882509592695382162e-43 5.882509592695381935e-07
3.618957143864856563e-03 1.983833940544529995e+00 5.882466881796000270e-43 5.882466881796000947e-07
3.634792908752251805e-03 1.983819574351762594e+00 5.882424283143238666e-43 5.882424283143238665e-07
3.650645208839328748e-03 1.983805245984215926e+00 5.882381796649867602e-43 5.882381796649867638e-07
3.666513985436700707e-03 1.983790955412490398e+00 5.882339422228713089e-43 5.882339422228713353e-07
3.682399180108056336e-03 1.983776702607209508e+00 5.882297159792667251e-43 5.882297159792667999e-07
3.698300734668369394e-03 1.983762487539006525e+00 5.882255009254652480e-43 5.882255009254652355e-07
3.714218591182122386e-03 1.983748310178537810e+00 5.882212970527657283e-43 5.882212970527657079e-07
3.730152691961530209e-03 1.983734170496475713e+00 5.882171043524721940e-43 5.882171043524722592e-07
3.746102979564791546e-03 1.983720068463513009e+00 5.882129228158942493e-43 5.882129228158942254e-07
3.762069396794423537e-03 1.983706004050356242e+00 5.882087524343459586e-43 5.882087524343460249e-07
3.778051886695471540e-03 1.983691977227732828e+00 5.882045931991472014e-43 5.882045931991472641e-07
3.794050392553885431e-03 1.983677987966387057e+00 5.882004451016232737e-43 5.882004451016232667e-07
3.810064857894826518e-03 1.983664036237082762e+00 5.881963081331048878e-43 5.881963081331048622e-07
3.826095226481016076e-03 1.983650122010598871e+00 5.881921822849275355e-43 5.881921822849275390e-07
3.842141442311097776e-03 1.983636245257735631e+00 5.881880675484329216e-43 5.881880675484329262e-07
3.858203449618000103e-03 1.983622405949306167e+00 5.881839639149664946e-43 5.881839639149665706e-07
3.874281192867354284e-03 1.983608604056145364e+00 5.881798713758802346e-43 5.881798713758802657e-07
3.890374616755912229e-03 1.983594839549107203e+00 5.881757899225316182e-43 5.881757899225316286e-07
3.906483666209950578e-03 1.983581112399058544e+00 5.881717195462822637e-43 5.881717195462822996e-07
3.922608286383716392e-03 1.983567422576889339e+00 5.881676602385003212e-43 5.881676602385003777e-07
3.938748422657886716e-03 1.983553770053498866e+00 5.881636119905569677e-43 5.881636119905570323e-07
3.954904020638055906e-03 1.983540154799817046e+00 5.881595747938323810e-43 5.881595747938324328e-07
3.971075026153236820e-03 1.983526576786782236e+00 5.881555486397090493e-43 5.881555486397090776e-07
3.987261385254306512e-03 1.983513035985352335e+00 5.881515335195754344e-43 5.881515335195755004e-07
4.003463044212576816e-03 1.983499532366500784e+00 5.881475294248246184e-43 5.881475294248246818e-07
4.019679949518309425e-03 1.983486065901226336e+00 5.881435363468570114e-43 5.881435363468570139e-07
4.035912047879286479e-03 1.983472636560539293e+00 5.881395542770768471e-43 5.881395542770769123e-07
4.052159286219311762e-03 1.983459244315467718e+00 5.881355832068931385e-43 5.881355832068931335e-07
4.068421611676850680e-03 1.983445889137059215e+00 5.881316231277210317e-43 5.881316231277211045e-07
4.084698971603573092e-03 1.983432570996380484e+00 5.881276740309811693e-43 5.881276740309812285e-07
4.100991313562993290e-03 1.983419289864510660e+00 5.881237359080980172e-43 5.881237359080980382e-07
4.117298585329054461e-03 1.983406045712555077e+00 5.881198087505036085e-43 5.881198087505035835e-07
4.133620734884768666e-03 1.983392838511627065e+00 5.881158925496326048e-43 5.881158925496326672e-07
4.149957710420856816e-03 1.983379668232865711e+00 5.881119872969269165e-43 5.881119872969269743e-07
4.166309460334430281e-03 1.983366534847420315e+00 5.881080929838320381e-43 5.881080929838321074e-07
4.182675933227603116e-03 1.983353438326466822e+00 5.881042096018008724e-43 5.881042096018008687e-07
4.199057077906229174e-03 1.983340378641189616e+00 5.881003371422890301e-43 5.881003371422890250e-07
4.215452843378555969e-03 1.983327355762797506e+00 5.880964755967592910e-43 5.880964755967593315e-07
4.231863178853934038e-03 1.983314369662513066e+00 5.880926249566787362e-43 5.880926249566787780e-07
4.248288033741567937e-03 1.983301420311579299e+00 5.880887852135202616e-43 5.880887852135202841e-07
4.264727357649197859e-03 1.983288507681252977e+00 5.880849563587607458e-43 5.880849563587607923e-07
4.281181100381878379e-03 1.983275631742813072e+00 5.880811383838841567e-43 5.880811383838842334e-07
4.297649211940701708e-03 1.983262792467552771e+00 5.880773312803781263e-43 5.880773312803781381e-07
4.314131642521590315e-03 1.983249989826786575e+00 5.880735350397368183e-43 5.880735350397368132e-07
4.330628342514047935e-03 1.983237223791839643e+00 5.880697496534576622e-43 5.880697496534576363e-07
4.347139262499952195e-03 1.983224494334060672e+00 5.880659751130448580e-43 5.880659751130448667e-07
4.363664353252347250e-03 1.983211801424815679e+00 5.880622114100079429e-43 5.880622114100079521e-07
4.380203565734305804e-03 1.983199145035487110e+00 5.880584585358612331e-43 5.880584585358612106e-07
4.396756851097666230e-03 1.983186525137471179e+00 5.880547164821231073e-43 5.880547164821230896e-07
4.413324160681908470e-03 1.983173941702190746e+00 5.880509852403199095e-43 5.880509852403199772e-07
4.429905446012974424e-03 1.983161394701075331e+00 5.880472648019798160e-43 5.880472648019798500e-07
4.446500658802171602e-03 1.983148884105578436e+00 5.880435551586382515e-43 5.880435551586383077e-07
4.463109750944965759e-03 1.983136409887174434e+00 5.880398563018368539e-43 5.880398563018368792e-07
4.479732674519898428e-03 1.983123972017343917e+00 5.880361682231190929e-43 5.880361682231191054e-07
4.496369381787448938e-03 1.983111570467592788e+00 5.880324909140357667e-43 5.880324909140358325e-07
4.513019825188924194e-03 1.983099205209446492e+00 5.880288243661435679e-43 5.880288243661436244e-07
4.529683957345390088e-03 1.983086876214444683e+00 5.880251685710036495e-43 5.880251685710037035e-07
4.546361731056547395e-03 1.983074583454141671e+00 5.880215235201810678e-43 5.880215235201811041e-07
4.563053099299663184e-03 1.983062326900112637e+00 5.880178892052473311e-43 5.880178892052473189e-07
4.579758015228516110e-03 1.983050106523951417e+00 5.880142656177795236e-43 5.880142656177795581e-07
4.596476432172355575e-03 1.983037922297264721e+00 5.880106527493584731e-43 5.880106527493585260e-07
4.613208303634777629e-03 1.983025774191681911e+00 5.880070505915716188e-43 5.880070505915715973e-07
4.629953583292753527e-03 1.983013662178846115e+00 5.880034591360106215e-43 5.880034591360105935e-07
4.646712224995575014e-03 1.983001586230419999e+00 5.879998783742729570e-43 5.879998783742729479e-07
4.663484182763827368e-03 1.982989546318080443e+00 5.879963082979600837e-43 5.879963082979601169e-07
4.680269410788390205e-03 1.982977542413526084e+00 5.879927488986803103e-43 5.879927488986803333e-07
4.697067863429410517e-03 1.982965574488470661e+00 5.879892001680459281e-43 5.879892001680459595e-07
4.713879495215317350e-03 1.982953642514643011e+00 5.879856620976741673e-43 5.879856620976742277e-07
4.730704260841850362e-03 1.982941746463793731e+00 5.879821346791883912e-43 5.879821346791884059e-07
4.747542115171032862e-03 1.982929886307688072e+00 5.879786179042165037e-43 5.879786179042165261e-07
4.764393013230269758e-03 1.982918062018110383e+00 5.879751117643920638e-43 5.879751117643921263e-07
4.781256910211320599e-03 1.982906273566859667e+00 5.879716162513526932e-43 5.879716162513527679e-07
4.798133761469383640e-03 1.982894520925754467e+00 5.879681313567422265e-43 5.879681313567422590e-07
4.815023522522152155e-03 1.982882804066628868e+00 5.879646570722087998e-43 5.879646570722088549e-07
4.831926149048829111e-03 1.982871122961335608e+00 5.879611933894062841e-43 5.879611933894063164e-07
4.848841596889266747e-03 1.982859477581747409e+00 5.879577402999942061e-43 5.879577402999942276e-07
4.865769822042967374e-03 1.982847867899744987e+00 5.879542977956348007e-43 5.879542977956348198e-07
4.882710780668250705e-03 1.982836293887239254e+00 5.879508658679989054e-43 5.879508658679989004e-07
4.899664429081268535e-03 1.982824755516147786e+00 5.879474445087597474e-43 5.879474445087598178e-07
4.916630723755172072e-03 1.982813252758411249e+00 5.879440337095969263e-43 5.879440337095969557e-07
4.933609621319168248e-03 1.982801785585984078e+00 5.879406334621945819e-43 5.879406334621945680e-07
4.950601078557673174e-03 1.982790353970840691e+00 5.879372437582424299e-43 5.879372437582424146e-07
4.967605052409410082e-03 1.982778957884969717e+00 5.879338645894346468e-43 5.879338645894347021e-07
4.984621499966548908e-03 1.982767597300384210e+00 5.879304959474724185e-43 5.879304959474724135e-07
5.001650378473831982e-03 1.982756272189102553e+00 5.879271378240586832e-43 5.879271378240587552e-07
5.018691645327755246e-03 1.982744982523170663e+00 5.879237902109045043e-43 5.879237902109045568e-07
5.035745258075680075e-03 1.982733728274644669e+00 5.879204530997238919e-43 5.879204530997239303e-07
5.052811174415000606e-03 1.982722509415606460e+00 5.879171264822387424e-43 5.879171264822387169e-07
5.069889352192311072e-03 1.982711325918144585e+00 5.879138103501724652e-43 5.879138103501724517e-07
5.086979749402600892e-03 1.982700177754371573e+00 5.879105046952561964e-43 5.879105046952561873e-07
5.104082324188408126e-03 1.982689064896414610e+00 5.879072095092248160e-43 5.879072095092247881e-07
5.121197034839000684e-03 1.982677987316420420e+00 5.879039247838194168e-43 5.879039247838194710e-07
5.138323839789585290e-03 1.982666944986551272e+00 5.879006505107854728e-43 5.879006505107854764e-07
5.155462697620488699e-03 1.982655937878985863e+00 5.878973866818734760e-43 5.878973866818735504e-07
5.172613567056394412e-03 1.982644965965919770e+00 5.878941332888387777e-43 5.878941332888387803e-07
5.189776406965510014e-03 1.982634029219568106e+00 5.878908903234427029e-43 5.878908903234427118e-07
5.206951176358831646e-03 1.982623127612158864e+00 5.878876577774501613e-43 5.878876577774501730e-07
5.224137834389325219e-03 1.982612261115943131e+00 5.878844356426331518e-43 5.878844356426331916e-07
5.241336340351204770e-03 1.982601429703183982e+00 5.878812239107670985e-43 5.878812239107670779e-07
5.258546653679113669e-03 1.982590633346163589e+00 5.878780225736330012e-43 5.878780225736330710e-07
5.275768733947389100e-03 1.982579872017181444e+00 5.878748316230171967e-43 5.878748316230171749e-07
5.293002540869340411e-03 1.982569145688552137e+00 5.878716510507104822e-43 5.878716510507104756e-07
5.310248034296471964e-03 1.982558454332610243e+00 5.878684808485093108e-43 5.878684808485093532e-07
5.327505174217747608e-03 1.982547797921704991e+00 5.878653210082149144e-43 5.878653210082149523e-07
5.344773920758841279e-03 1.982537176428204706e+00 5.878621715216337029e-43 5.878621715216337113e-07
5.362054234181456991e-03 1.982526589824490149e+00 5.878590323805760686e-43 5.878590323805760923e-07
5.379346074882551676e-03 1.982516038082967391e+00 5.878559035768599711e-43 5.878559035768599687e-07
5.396649403393669053e-03 1.982505521176053165e+00 5.878527851023063968e-43 5.878527851023063904e-07
5.413964180380190228e-03 1.982495039076178411e+00 5.878496769487405541e-43 5.878496769487405366e-07
5.431290366640625922e-03 1.982484591755802494e+00 5.878465791079959350e-43 5.878465791079959508e-07
5.448627923105936466e-03 1.982474179187387442e+00 5.878434915719071470e-43 5.878434915719071295e-07
5.465976810838851785e-03 1.982463801343422816e+00 5.878404143323166833e-43 5.878404143323167220e-07
5.483336991033135877e-03 1.982453458196411500e+00 5.878373473810712589e-43 5.878373473810712949e-07
5.500708425012948433e-03 1.982443149718872810e+00 5.878342907100221289e-43 5.878342907100221796e-07
5.518091074232109317e-03 1.982432875883343826e+00 5.878312443110261245e-43 5.878312443110261073e-07
5.535484900273515696e-03 1.982422636662378501e+00 5.878282081759446965e-43 5.878282081759446793e-07
5.552889864848364887e-03 1.982412432028547666e+00 5.878251822966448718e-43 5.878251822966448972e-07
5.570305929795585365e-03 1.982402261954436806e+00 5.878221666649975007e-43 5.878221666649975740e-07
5.587733057081101240e-03 1.982392126412654498e+00 5.878191612728805227e-43 5.878191612728805108e-07
5.605171208797235516e-03 1.982382025375819534e+00 5.878161661121748246e-43 5.878161661121748968e-07
5.622620347162057830e-03 1.982371958816570245e+00 5.878131811747671077e-43 5.878131811747671092e-07
5.640080434518676689e-03 1.982361926707561395e+00 5.878102064525490123e-43 5.878102064525490310e-07
5.657551433334684354e-03 1.982351929021468617e+00 5.878072419374183118e-43 5.878072419374183686e-07
5.675033306201476835e-03 1.982341965730974653e+00 5.878042876212749305e-43 5.878042876212749459e-07
5.692526015833629383e-03 1.982332036808791109e+00 5.878013434960272358e-43 5.878013434960272689e-07
5.710029525068271994e-03 1.982322142227634920e+00 5.877984095535851885e-43 5.877984095535852201e-07
5.727543796864478787e-03 1.982312281960249223e+00 5.877954857858667146e-43 5.877954857858667287e-07
5.745068794302643500e-03 1.982302455979392697e+00 5.877925721847942009e-43 5.877925721847942768e-07
5.762604480583882749e-03 1.982292664257832016e+00 5.877896687422922646e-43 5.877896687422922523e-07
5.780150819029411524e-03 1.982282906768360498e+00 5.877867754502937271e-43 5.877867754502937250e-07
