# z	phi[M_Pl]	V[Mpl^4_nat]	V(z)_nat
2.914220022002199872e+00 9.183595441539375848e-02 1.984345108202603569e+00 2.106277735417318553e+00
2.913920092009200769e+00 9.183023891752777057e-02 1.984329438331269735e+00 2.106263461541306725e+00
2.913620162016201220e+00 9.182452287134906799e-02 1.984313807295462251e+00 2.106249186622918046e+00
2.913320232023202117e+00 9.181880627662648842e-02 1.984298215065166904e+00 2.106234910661367365e+00
2.913020302030202568e+00 9.181308913312866138e-02 1.984282661610387688e+00 2.106220633655816243e+00
2.912720372037203465e+00 9.180737144062420252e-02 1.984267146901145917e+00 2.106206355605479530e+00
2.912420442044204361e+00 9.180165319888154707e-02 1.984251670907481113e+00 2.106192076509547206e+00
2.912120512051204813e+00 9.179593440766899148e-02 1.984236233599451449e+00 2.106177796367202149e+00
2.911820582058205709e+00 9.179021506675480446e-02 1.984220834947133749e+00 2.106163515177637890e+00
2.911520652065206161e+00 9.178449517590704654e-02 1.984205474920624823e+00 2.106149232940026650e+00
2.911220722072207057e+00 9.177877473489372273e-02 1.984190153490034358e+00 2.106134949653576172e+00
2.910920792079207509e+00 9.177305374348271316e-02 1.984174870625498688e+00 2.106120665317472884e+00
2.910620862086208405e+00 9.176733220144174530e-02 1.984159626297160361e+00 2.106106379930924533e+00
2.910320932093208857e+00 9.176161010853847722e-02 1.984144420475191239e+00 2.106092093493092676e+00
2.910021002100209753e+00 9.175588746454042821e-02 1.984129253129776504e+00 2.106077806003188613e+00
2.909721072107210649e+00 9.175016426921499268e-02 1.984114124231118659e+00 2.106063517460388113e+00
2.909421142114211101e+00 9.174444052232945401e-02 1.984099033749442409e+00 2.106049227863888262e+00
2.909121212121211997e+00 9.173871622365102618e-02 1.984083981654986228e+00 2.106034937212893254e+00
2.908821282128212449e+00 9.173299137294671501e-02 1.984068967918009907e+00 2.106020645506564648e+00
2.908521352135213345e+00 9.172726596998348469e-02 1.984053992508786113e+00 2.106006352744117294e+00
2.908221422142213797e+00 9.172154001452816063e-02 1.984039055397616824e+00 2.105992058924734067e+00
2.907921492149214693e+00 9.171581350634745722e-02 1.984024156554808904e+00 2.105977764047590739e+00
2.907621562156215145e+00 9.171008644520795006e-02 1.984009295950691421e+00 2.105963468111902159e+00
2.907321632163216041e+00 9.170435883087611761e-02 1.983994473555620530e+00 2.105949171116844099e+00
2.907021702170216937e+00 9.169863066311832733e-02 1.983979689339957719e+00 2.105934873061620749e+00
2.906721772177217389e+00 9.169290194170079400e-02 1.983964943274090675e+00 2.105920573945407881e+00
2.906421842184218285e+00 9.168717266638967689e-02 1.983950235328419076e+00 2.105906273767413239e+00
2.906121912191218737e+00 9.168144283695096874e-02 1.983935565473370577e+00 2.105891972526794831e+00
2.905821982198219633e+00 9.167571245315056516e-02 1.983920933679378162e+00 2.105877670222781717e+00
2.905522052205220085e+00 9.166998151475422296e-02 1.983906339916901018e+00 2.105863366854517693e+00
2.905222122212220981e+00 9.166425002152762957e-02 1.983891784156417426e+00 2.105849062421246032e+00
2.904922192219221877e+00 9.165851797323630590e-02 1.983877266368418546e+00 2.105834756922128292e+00
2.904622262226222329e+00 9.165278536964566181e-02 1.983862786523415078e+00 2.105820450356361562e+00
2.904322332233223225e+00 9.164705221052103779e-02 1.983848344591935042e+00 2.105806142723125163e+00
2.904022402240223677e+00 9.164131849562759391e-02 1.983833940544529995e+00 2.105791834021641051e+00
2.903722472247224573e+00 9.163558422473043474e-02 1.983819574351762594e+00 2.105777524251049471e+00
2.903422542254225025e+00 9.162984939759448444e-02 1.983805245984215926e+00 2.105763213410583035e+00
2.903122612261225921e+00 9.162411401398459776e-02 1.983790955412490398e+00 2.105748901499413961e+00
2.902822682268226373e+00 9.161837807366547681e-02 1.983776702607209508e+00 2.105734588516735784e+00
2.902522752275227269e+00 9.161264157640176820e-02 1.983762487539006525e+00 2.105720274461734931e+00
2.902222822282228165e+00 9.160690452195791034e-02 1.983748310178537810e+00 2.105705959333612043e+00
2.901922892289228617e+00 9.160116691009828616e-02 1.983734170496475713e+00 2.105691643131560653e+00
2.901622962296229513e+00 9.159542874058716755e-02 1.983720068463513009e+00 2.105677325854760085e+00
2.901323032303229965e+00 9.158969001318867376e-02 1.983706004050356242e+00 2.105663007502389661e+00
2.901023102310230861e+00 9.158395072766681300e-02 1.983691977227732828e+00 2.105648688073664232e+00
2.900723172317231313e+00 9.157821088378549634e-02 1.983677987966387057e+00 2.105634367567763121e+00
2.900423242324232209e+00 9.157247048130849609e-02 1.983664036237082762e+00 2.105620045983876309e+00
2.900123312331232661e+00 9.156672951999948740e-02 1.983650122010598871e+00 2.105605723321204437e+00
2.899823382338233557e+00 9.156098799962200663e-02 1.983636245257735631e+00 2.105591399578923273e+00
2.899523452345234453e+00 9.155524591993949302e-02 1.983622405949306167e+00 2.105577074756219247e+00
2.899223522352234905e+00 9.154950328071523313e-02 1.983608604056145364e+00 2.105562748852300103e+00
2.898923592359235801e+00 9.154376008171244417e-02 1.983594839549107203e+00 2.105548421866355824e+00
2.898623662366236253e+00 9.153801632269417676e-02 1.983581112399058544e+00 2.105534093797562178e+00
2.898323732373237149e+00 9.153227200342341219e-02 1.983567422576889339e+00 2.105519764645112701e+00
2.898023802380237601e+00 9.152652712366297905e-02 1.983553770053498866e+00 2.105505434408211585e+00
2.897723872387238497e+00 9.152078168317559492e-02 1.983540154799817046e+00 2.105491103086031046e+00
2.897423942394238949e+00 9.151503568172385250e-02 1.983526576786782236e+00 2.105476770677775278e+00
2.897124012401239845e+00 9.150928911907026120e-02 1.983513035985352335e+00 2.105462437182641366e+00
2.896824082408240741e+00 9.150354199497716390e-02 1.983499532366500784e+00 2.105448102599794424e+00
2.896524152415241193e+00 9.149779430920682022e-02 1.983486065901226336e+00 2.105433766928431538e+00
2.896224222422242089e+00 9.149204606152135100e-02 1.983472636560539293e+00 2.105419430167771111e+00
2.895924292429242541e+00 9.148629725168276605e-02 1.983459244315467718e+00 2.105405092316960491e+00
2.895624362436243437e+00 9.148054787945297806e-02 1.983445889137059215e+00 2.105390753375246504e+00
2.895324432443243889e+00 9.147479794459373315e-02 1.983432570996380484e+00 2.105376413341755182e+00
2.895024502450244785e+00 9.146904744686670807e-02 1.983419289864510660e+00 2.105362072215722691e+00
2.894724572457245682e+00 9.146329638603342693e-02 1.983406045712555077e+00 2.105347729996314143e+00
2.894424642464246133e+00 9.145754476185530280e-02 1.983392838511627065e+00 2.105333386682744390e+00
2.894124712471247030e+00 9.145179257409365159e-02 1.983379668232865711e+00 2.105319042274182095e+00
2.893824782478247482e+00 9.144603982250965046e-02 1.983366534847420315e+00 2.105304696769845663e+00
2.893524852485248378e+00 9.144028650686435167e-02 1.983353438326466822e+00 2.105290350168875335e+00
2.893224922492248830e+00 9.143453262691869643e-02 1.983340378641189616e+00 2.105276002470500174e+00
2.892924992499249726e+00 9.142877818243352883e-02 1.983327355762797506e+00 2.105261653673917266e+00
2.892625062506250178e+00 9.142302317316954030e-02 1.983314369662513066e+00 2.105247303778291723e+00
2.892325132513251074e+00 9.141726759888731124e-02 1.983301420311579299e+00 2.105232952782820632e+00
2.892025202520251970e+00 9.141151145934732491e-02 1.983288507681252977e+00 2.105218600686708186e+00
2.891725272527252422e+00 9.140575475430992580e-02 1.983275631742813072e+00 2.105204247489130154e+00
2.891425342534253318e+00 9.139999748353533349e-02 1.983262792467552771e+00 2.105189893189280070e+00
2.891125412541253770e+00 9.139423964678365653e-02 1.983249989826786575e+00 2.105175537786358575e+00
2.890825482548254666e+00 9.138848124381490634e-02 1.983237223791839643e+00 2.105161181279555649e+00
2.890525552555255118e+00 9.138272227438892781e-02 1.983224494334060672e+00 2.105146823668022193e+00
2.890225622562256014e+00 9.137696273826549642e-02 1.983211801424815679e+00 2.105132464951019244e+00
2.889925692569256466e+00 9.137120263520423502e-02 1.983199145035487110e+00 2.105118105127683492e+00
2.889625762576257362e+00 9.136544196496465542e-02 1.983186525137471179e+00 2.105103744197226234e+00
2.889325832583258258e+00 9.135968072730617229e-02 1.983173941702190746e+00 2.105089382158823241e+00
2.889025902590258710e+00 9.135391892198801989e-02 1.983161394701075331e+00 2.105075019011682258e+00
2.888725972597259606e+00 9.134815654876937696e-02 1.983148884105578436e+00 2.105060654755003924e+00
2.888426042604260058e+00 9.134239360740928348e-02 1.983136409887174434e+00 2.105046289387928482e+00
2.888126112611260954e+00 9.133663009766665453e-02 1.983123972017343917e+00 2.105031922909713415e+00
2.887826182618261406e+00 9.133086601930028026e-02 1.983111570467592788e+00 2.105017555319488309e+00
2.887526252625262302e+00 9.132510137206883982e-02 1.983099205209446492e+00 2.105003186616468014e+00
2.887226322632262754e+00 9.131933615573087359e-02 1.983086876214444683e+00 2.104988816799870932e+00
2.886926392639263650e+00 9.131357037004485255e-02 1.983074583454141671e+00 2.104974445868851518e+00
2.886626462646264546e+00 9.130780401476908115e-02 1.983062326900112637e+00 2.104960073822617517e+00
2.886326532653264998e+00 9.130203708966172504e-02 1.983050106523951417e+00 2.104945700660348251e+00
2.886026602660265894e+00 9.129626959448090828e-02 1.983037922297264721e+00 2.104931326381230150e+00
2.885726672667266346e+00 9.129050152898454673e-02 1.983025774191681911e+00 2.104916950984478063e+00
2.885426742674267242e+00 9.128473289293051463e-02 1.983013662178846115e+00 2.104902574469257104e+00
2.885126812681267694e+00 9.127896368607649191e-02 1.983001586230419999e+00 2.104888196834775016e+00
2.884826882688268590e+00 9.127319390818011691e-02 1.982989546318080443e+00 2.104873818080214676e+00
2.884526952695269486e+00 9.126742355899883363e-02 1.982977542413526084e+00 2.104859438204780275e+00
2.884227022702269938e+00 9.126165263828998897e-02 1.982965574488470661e+00 2.104845057207640480e+00
2.883927092709270834e+00 9.125588114581086041e-02 1.982953642514643011e+00 2.104830675087988823e+00
2.883627162716271286e+00 9.125010908131853116e-02 1.982941746463793731e+00 2.104816291845036602e+00
2.883327232723272182e+00 9.124433644457001502e-02 1.982929886307688072e+00 2.104801907477952483e+00
2.883027302730272634e+00 9.123856323532215928e-02 1.982918062018110383e+00 2.104787521985954868e+00
2.882727372737273530e+00 9.123278945333174184e-02 1.982906273566859667e+00 2.104773135368180448e+00
2.882427442744273982e+00 9.122701509835538791e-02 1.982894520925754467e+00 2.104758747623883153e+00
2.882127512751274878e+00 9.122124017014962560e-02 1.982882804066628868e+00 2.104744358752220990e+00
2.881827582758275774e+00 9.121546466847083035e-02 1.982871122961335608e+00 2.104729968752394598e+00
2.881527652765276226e+00 9.120968859307526655e-02 1.982859477581747409e+00 2.104715577623583300e+00
2.881227722772277122e+00 9.120391194371910148e-02 1.982847867899744987e+00 2.104701185364984184e+00
2.880927792779277574e+00 9.119813472015834976e-02 1.982836293887239254e+00 2.104686791975776572e+00
2.880627862786278470e+00 9.119235692214892885e-02 1.982824755516147786e+00 2.104672397455171762e+00
2.880327932793278922e+00 9.118657854944663133e-02 1.982813252758411249e+00 2.104658001802356182e+00
2.880028002800279818e+00 9.118079960180712484e-02 1.982801785585984078e+00 2.104643605016516261e+00
2.879728072807280270e+00 9.117502007898593830e-02 1.982790353970840691e+00 2.104629207096831323e+00
2.879428142814281166e+00 9.116923998073851731e-02 1.982778957884969717e+00 2.104614808042512664e+00
2.879128212821282062e+00 9.116345930682015486e-02 1.982767597300384210e+00 2.104600407852739608e+00
2.878828282828282514e+00 9.115767805698601900e-02 1.982756272189102553e+00 2.104586006526695030e+00
2.878528352835283410e+00 9.115189623099120841e-02 1.982744982523170663e+00 2.104571604063604440e+00
2.878228422842283862e+00 9.114611382859062749e-02 1.982733728274644669e+00 2.104557200462608080e+00
2.877928492849284758e+00 9.114033084953912511e-02 1.982722509415606460e+00 2.104542795722931459e+00
2.877628562856285210e+00 9.113454729359136974e-02 1.982711325918144585e+00 2.104528389843750347e+00
2.877328632863286106e+00 9.112876316050196046e-02 1.982700177754371573e+00 2.104513982824276042e+00
2.877028702870286558e+00 9.112297845002534369e-02 1.982689064896414610e+00 2.104499574663673656e+00
2.876728772877287454e+00 9.111719316191584095e-02 1.982677987316420420e+00 2.104485165361143828e+00
2.876428842884288350e+00 9.111140729592769050e-02 1.982666944986551272e+00 2.104470754915901409e+00
2.876128912891288802e+00 9.110562085181495018e-02 1.982655937878985863e+00 2.104456343327097301e+00
2.875828982898289699e+00 9.109983382933160845e-02 1.982644965965919770e+00 2.104441930593935695e+00
2.875529052905290150e+00 9.109404622823150111e-02 1.982634029219568106e+00 2.104427516715624336e+00
2.875229122912291047e+00 9.108825804826838068e-02 1.982623127612158864e+00 2.104413101691328336e+00
2.874929192919291498e+00 9.108246928919580543e-02 1.982612261115943131e+00 2.104398685520258994e+00
2.874629262926292395e+00 9.107667995076729195e-02 1.982601429703183982e+00 2.104384268201599184e+00
2.874329332933293291e+00 9.107089003273619032e-02 1.982590633346163589e+00 2.104369849734535336e+00
2.874029402940293743e+00 9.106509953485572573e-02 1.982579872017181444e+00 2.104355430118271642e+00
2.873729472947294639e+00 9.105930845687902619e-02 1.982569145688552137e+00 2.104341009352001635e+00
2.873429542954295091e+00 9.105351679855906710e-02 1.982558454332610243e+00 2.104326587434876217e+00
2.873129612961295987e+00 9.104772455964875444e-02 1.982547797921704991e+00 2.104312164366138660e+00
2.872829682968296439e+00 9.104193173990079990e-02 1.982537176428204706e+00 2.104297740144964735e+00
2.872529752975297335e+00 9.103613833906785968e-02 1.982526589824490149e+00 2.104283314770512447e+00
2.872229822982297787e+00 9.103034435690242343e-02 1.982516038082967391e+00 2.104268888242025071e+00
2.871929892989298683e+00 9.102454979315686978e-02 1.982505521176053165e+00 2.104254460558649953e+00
2.871629962996299579e+00 9.101875464758346634e-02 1.982495039076178411e+00 2.104240031719598392e+00
2.871330033003300031e+00 9.101295891993434195e-02 1.982484591755802494e+00 2.104225601724063921e+00
2.871030103010300927e+00 9.100716260996152829e-02 1.982474179187387442e+00 2.104211170571225864e+00
2.870730173017301379e+00 9.100136571741690439e-02 1.982463801343422816e+00 2.104196738260291966e+00
2.870430243024302275e+00 9.099556824205223826e-02 1.982453458196411500e+00 2.104182304790434443e+00
2.870130313031302727e+00 9.098977018361918689e-02 1.982443149718872810e+00 2.104167870160853937e+00
2.869830383038303623e+00 9.098397154186926850e-02 1.982432875883343826e+00 2.104153434370736875e+00
2.869530453045304075e+00 9.097817231655389025e-02 1.982422636662378501e+00 2.104138997419287449e+00
2.869230523052304971e+00 9.097237250742432058e-02 1.982412432028547666e+00 2.104124559305684983e+00
2.868930593059305867e+00 9.096657211423174461e-02 1.982402261954436806e+00 2.104110120029133668e+00
2.868630663066306319e+00 9.096077113672715320e-02 1.982392126412654498e+00 2.104095679588787959e+00
2.868330733073307215e+00 9.095496957466148169e-02 1.982382025375819534e+00 2.104081237983873365e+00
2.868030803080307667e+00 9.094916742778551277e-02 1.982371958816570245e+00 2.104066795213576313e+00
2.867730873087308563e+00 9.094336469584991811e-02 1.982361926707561395e+00 2.104052351277086785e+00
2.867430943094309015e+00 9.093756137860523059e-02 1.982351929021468617e+00 2.104037906173587658e+00
2.867131013101309911e+00 9.093175747580188595e-02 1.982341965730974653e+00 2.104023459902297333e+00
2.866831083108310363e+00 9.092595298719015340e-02 1.982332036808791109e+00 2.104009012462363160e+00
2.866531153115311259e+00 9.092014791252021888e-02 1.982322142227634920e+00 2.103994563853003541e+00
2.866231223122312155e+00 9.091434225154214344e-02 1.982312281960249223e+00 2.103980114073408458e+00
2.865931293129312607e+00 9.090853600400582157e-02 1.982302455979392697e+00 2.103965663122774998e+00
2.865631363136313503e+00 9.090272916966109229e-02 1.982292664257832016e+00 2.103951211000271826e+00
2.865331433143313955e+00 9.089692174825760029e-02 1.982282906768360498e+00 2.103936757705103133e+00
